refNo,collectDate,subjEmail,cenTract,ageRange,score
10000052,7/2/2015,semper.auctor@massa.net,78943,60,194
10000053,9/15/2016,amet.massa.Quisque@commodoipsum.com,05637,60,257
10000053,8/17/2015,fringilla.mi.lacinia@diamvelarcu.com,29729,17,559
10000053,5/10/2015,Integer@Suspendissealiquetmolestie.org,35274,17,1371
10000053,7/11/2015,lectus.Nullam@etlaciniavitae.org,39160,40,19
10000053,10/6/2015,tellus.id.nunc@id.net,84456,65,1167
10000053,11/11/2015,ultrices@nec.com,91117,40,331
10000053,10/15/2016,vitae.posuere.at@odiovel.com,97587,60,347
10000054,6/23/2016,accumsan.interdum.libero@ornare.com,03651,17,347
10000054,11/24/2015,faucibus@utnisi.edu,28601,50,789
10000054,3/3/2015,ipsum.dolor.sit@et.org,35789,50,794
10000054,5/21/2016,mus.Donec.dignissim@nunc.net,51029,65,1239
10000054,12/18/2016,Nunc.sollicitudin@velturpisAliquam.edu,61478,17,189
10000054,2/14/2016,scelerisque@molestie.net,75099,40,697
10000054,6/20/2015,Vestibulum.accumsan.neque@hendreritidante.com,95966,60,237
10000055,11/21/2015,Morbi.quis@Integerurna.edu,50262,60,1032
10000055,7/25/2015,natoque.penatibus.et@natoquepenatibus.edu,52599,40,152
10000055,9/4/2016,nec.leo.Morbi@mifringillami.edu,53241,50,448
10000055,4/12/2015,nisi@necorci.edu,56401,65,547
10000055,12/7/2016,Nullam@est.org,60188,40,1235
10000055,3/12/2016,Pellentesque.habitant.morbi@pharetrasedhendrerit.net,65666,40,109
10000055,2/17/2015,Phasellus@pede.com,67630,50,226
10000056,2/15/2015,adipiscing@egestasurna.edu,04174,20,235
10000056,11/28/2015,imperdiet.erat@interdum.com,32271,65,1087
10000056,8/18/2016,lacus.vestibulum.lorem@dis.com,37763,65,623
10000056,6/3/2016,neque.et@nascetur.com,54013,60,1113
10000056,2/19/2015,Proin@mattisCras.org,69115,60,718
10000056,4/13/2015,sit.amet.luctus@egettincidunt.com,79330,20,1212
10000056,1/14/2016,Ut.semper.pretium@vitae.org,93308,65,1139
10000057,2/17/2015,arcu@temporarcu.net,07269,50,20
10000057,12/24/2015,cubilia.Curae@magna.org,11753,20,798
10000057,12/25/2016,elementum.at.egestas@nonquam.edu,20367,60,784
10000057,9/21/2015,eu.eros@vel.com,25085,60,869
10000057,8/11/2016,mauris@nullaDonec.com,47707,60,365
10000057,6/19/2016,posuere.cubilia@vestibulummassa.org,68154,65,661
10000057,9/28/2015,Vestibulum.ut.eros@euelitNulla.org,96263,30,323
10000058,8/23/2016,ligula@porta.com,41043,17,1384
10000058,7/29/2016,lobortis.Class.aptent@mollisduiin.com,41090,40,426
10000058,5/25/2015,Pellentesque@Suspendissetristiqueneque.com,65881,20,1103
10000058,8/20/2015,Quisque.fringilla@Donectempus.net,71708,65,1006
10000058,5/22/2016,sem.semper.erat@sodaleseliterat.net,77940,17,732
10000058,3/20/2016,Suspendisse.ac.metus@purus.com,82658,30,135
10000058,7/2/2016,Suspendisse.aliquet.sem@Mauriseuturpis.edu,83007,20,862
10000059,7/12/2015,aliquet.libero.Integer@tristiqueac.org,04972,20,66
10000059,9/2/2016,at.auctor.ullamcorper@tortorIntegeraliquam.edu,07411,30,113
10000059,2/20/2015,Cras.interdum.Nunc@sapiengravida.com,10156,65,283
10000059,3/6/2015,lacus@augue.edu,37951,60,193
10000059,7/21/2015,magna.a@pedeetrisus.org,44145,17,208
10000059,11/26/2015,tristique.senectus@Quisque.com,89187,40,847
10000059,6/6/2016,ut.pharetra.sed@Utsagittis.edu,93218,50,1309
10000060,11/30/2015,a.magna.Lorem@aliquetPhasellus.com,02083,30,106
10000060,10/28/2015,ac.mattis@odiotristiquepharetra.com,02903,65,297
10000060,5/6/2015,elit.erat.vitae@Nunc.com,20560,30,578
10000060,8/27/2016,eu@volutpatornare.net,26108,20,1117
10000060,2/13/2015,mi@consectetuerrhoncus.com,48867,20,973
10000060,3/3/2016,nisi.Cum@vestibulumneceuismod.org,55951,20,797
10000060,10/2/2015,pede.blandit.congue@ac.edu,65064,65,523
10000061,10/14/2015,arcu.Sed@Proinultrices.org,06958,20,205
10000061,10/21/2016,iaculis.quis@Curabiturconsequat.org,31872,60,1311
10000061,9/7/2016,ipsum@lobortisrisus.com,36567,50,1175
10000061,10/13/2015,magna.Ut.tincidunt@Etiam.org,44686,30,819
10000061,12/15/2016,mauris.sit@Maurisquis.net,47084,50,29
10000061,10/17/2016,Nam.interdum@Aliquam.com,51587,60,98
10000061,3/28/2016,tempor@lectus.edu,85761,17,346
10000062,2/5/2016,ac.turpis@etcommodo.org,03093,60,233
10000062,10/3/2015,in@gravidanon.com,33824,60,34
10000062,1/25/2015,justo.nec.ante@Namporttitorscelerisque.net,36942,17,1243
10000062,12/27/2016,magna.nec@Duis.edu,44497,17,1315
10000062,8/8/2016,posuere.cubilia.Curae@lobortisquispede.com,67911,60,104
10000062,7/27/2016,Suspendisse@Nuncmauris.com,83919,20,946
10000062,12/8/2015,vel.nisl@veliteu.com,95359,60,1214
10000063,7/8/2015,ac.sem@Aliquam.net,03061,20,153
10000063,5/6/2015,dolor.Quisque@vitae.edu,15348,20,254
10000063,7/14/2015,eleifend.nunc@tincidunt.edu,20098,65,603
10000063,9/22/2015,Nam@anteVivamus.com,52122,17,1242
10000063,2/15/2016,odio.Nam.interdum@Suspendisse.edu,62748,50,959
10000063,5/8/2016,sit.amet@Phasellus.com,80516,40,1295
10000063,2/19/2015,ullamcorper@estvitaesodales.com,90773,65,1136
10000064,5/4/2015,Aliquam.nisl@metus.com,04709,17,151
10000064,1/21/2015,in.tempus.eu@Aliquamerat.net,33601,17,660
10000064,8/17/2015,morbi.tristique.senectus@Suspendisse.com,50544,50,682
10000064,9/8/2015,nec.urna@accumsansedfacilisis.com,53729,40,249
10000064,6/10/2016,non@parturient.org,57830,17,544
10000064,10/10/2015,rutrum.magna@magnaNamligula.com,73081,30,696
10000064,7/5/2015,semper.egestas.urna@sitamet.com,79055,40,1016
10000065,4/28/2016,blandit.at.nisi@diamluctus.net,09005,50,68
10000065,5/17/2016,blandit.at.nisi@posuereenimnisl.com,09203,20,278
10000065,4/9/2015,dapibus@iaculis.com,13676,17,388
10000065,10/13/2015,lorem@tempus.net,43050,20,181
10000065,6/3/2015,molestie@Fuscealiquam.net,49170,20,742
10000065,5/7/2015,orci.adipiscing@aliquetlobortis.com,62854,20,1375
10000065,6/14/2016,orci@liberomaurisaliquam.edu,63582,40,280
10000066,5/19/2016,arcu.Nunc.mauris@Duismienim.edu,06676,65,54
10000066,9/9/2015,enim@diam.edu,23104,60,518
10000066,8/3/2015,et@Fuscedolorquam.net,24557,50,889
10000066,3/21/2015,eu@nibhdolor.com,26017,30,219
10000066,9/24/2016,ipsum.Suspendisse.sagittis@mattis.org,36296,60,445
10000066,9/4/2016,magnis@nonsollicitudin.com,45842,17,1083
10000066,11/16/2016,sem.ut.dolor@enimEtiamgravida.com,77960,40,11
10000067,9/4/2015,cursus@hendreritaarcu.com,13531,40,1306
10000067,11/15/2015,magna.Duis.dignissim@sedduiFusce.com,44250,20,557
10000067,8/13/2015,malesuada@ametrisus.edu,46073,17,1161
10000067,10/7/2015,mi@risus.edu,49037,20,1263
10000067,9/20/2015,Nunc.laoreet@vitaeposuere.org,60909,40,533
10000067,1/20/2017,Sed.id@sodaleselit.edu,75444,40,258
10000067,9/25/2016,viverra@luctus.com,99100,17,778
10000068,9/6/2016,a.sollicitudin@libero.edu,02405,65,168
10000068,11/7/2015,aliquet.molestie.tellus@aliquetsemut.org,05070,30,292
10000068,9/5/2016,auctor.non@velarcueu.com,08635,20,182
10000068,2/8/2016,In.at@Quisque.com,33294,60,165
10000068,2/20/2015,ipsum.dolor.sit@velitSed.edu,35792,50,479
10000068,10/20/2016,massa.non.ante@acfeugiat.com,46095,60,216
10000068,8/29/2016,mauris@lorem.net,47486,40,1082
10000069,8/8/2015,blandit.viverra@bibendum.org,09285,60,304
10000069,1/28/2016,In.faucibus.Morbi@etmagna.net,33385,65,1354
10000069,7/19/2016,interdum.Curabitur@loremutaliquam.com,35278,50,1388
10000069,9/4/2015,Nullam@purusNullam.com,60477,65,1179
10000069,11/7/2016,sagittis@facilisi.org,73873,65,1260
10000069,9/9/2015,sit.amet@acnullaIn.org,80211,20,864
10000069,12/28/2016,vitae@euarcuMorbi.net,98448,17,235
10000070,3/30/2015,aliquet.odio.Etiam@iaculis.com,05085,60,373
10000070,8/19/2015,at.pede@inconsequatenim.net,08033,17,366
10000070,6/3/2015,Cras.convallis@Curabiturut.edu,10001,65,853
10000070,11/3/2015,in@Aliquamnisl.com,33738,20,1161
10000070,5/30/2015,lorem@sagittisDuis.org,42605,30,1089
10000070,10/20/2015,tortor.Integer@Cras.com,88042,30,712
10000070,9/5/2016,vitae@mollisnoncursus.com,98796,50,478
10000071,11/21/2016,accumsan.interdum.libero@egestasSed.edu,03627,40,215
10000071,8/13/2016,libero.Proin.mi@velitAliquamnisl.org,40399,60,477
10000071,3/21/2015,lobortis.ultrices.Vivamus@nibhlacinia.org,41280,65,322
10000071,11/23/2016,nunc@magnaNam.net,61970,60,1177
10000071,9/4/2016,purus.accumsan@Vestibulumaccumsanneque.com,69993,50,1256
10000071,7/26/2016,sit@inmolestietortor.org,80545,65,1392
10000071,9/24/2016,sit@ornareelitelit.org,81262,60,626
10000072,2/11/2016,Aliquam.nec@iaculisnec.com,04706,17,180
10000072,1/12/2016,Duis.dignissim@justofaucibus.org,17773,30,111
10000072,1/9/2016,eros.nec.tellus@Classaptent.com,23804,17,816
10000072,9/11/2016,ligula.elit@arcuac.com,40701,17,191
10000072,7/5/2016,neque.In.ornare@lectusNullam.net,54130,60,628
10000072,6/24/2015,orci@imperdietornareIn.net,63154,65,516
10000072,3/18/2016,orci@lacuspedesagittis.edu,63413,17,307
10000073,7/25/2015,adipiscing@luctusvulputate.net,04223,20,108
10000073,5/11/2016,felis@elementumduiquis.org,28799,50,1107
10000073,9/2/2016,justo@eueleifendnec.edu,37071,17,325
10000073,11/2/2015,mollis.Integer@ornarelectus.edu,49642,17,1383
10000073,7/10/2015,ornare.lectus.ante@eget.com,64224,20,68
10000073,4/25/2015,sed.libero.Proin@mifringillami.edu,75666,17,102
10000073,10/8/2016,sit@necluctus.com,80937,60,1152
10000074,2/1/2015,accumsan.neque.et@eu.com,03759,20,97
10000074,1/4/2016,egestas.hendrerit@sempertellus.com,18379,30,1040
10000074,3/27/2015,in.aliquet.lobortis@sempertellusid.edu,33217,50,527
10000074,8/12/2016,inceptos@duinec.edu,34564,65,1116
10000074,10/16/2015,Morbi.neque@sollicitudinorci.net,50217,20,176
10000074,10/21/2016,non.nisi@Sedeu.com,57374,40,1099
10000074,11/17/2016,Sed@Suspendisse.com,76798,40,909
10000075,4/15/2015,consectetuer.ipsum.nunc@volutpatornarefacilisis.com,09563,20,158
10000075,12/13/2016,diam.dictum.sapien@sed.org,13882,20,476
10000075,2/14/2016,euismod@Ut.edu,26624,20,160
10000075,11/27/2015,interdum.enim.non@Maurisutquam.com,35349,40,510
10000075,8/8/2016,lorem.auctor@accumsan.org,41782,40,111
10000075,11/11/2015,mollis.vitae@ut.edu,50069,65,1287
10000075,6/12/2016,nunc.risus@QuisquevariusNam.org,61091,40,27
10000076,4/29/2015,dolor.sit.amet@gravida.com,15366,50,1186
10000076,8/25/2016,fermentum.convallis.ligula@faucibusorciluctus.net,28881,17,1403
10000076,4/21/2016,metus@ante.edu,48186,50,205
10000076,8/29/2016,penatibus.et@auctorodioa.com,65922,50,301
10000076,10/18/2015,ullamcorper.nisl.arcu@elitAliquam.net,90211,30,264
10000076,6/12/2016,Ut.nec.urna@nec.org,92126,50,799
10000076,2/6/2015,velit@musProinvel.edu,95893,50,1043
10000077,6/25/2016,Duis.risus.odio@felisegetvarius.org,17995,30,1066
10000077,5/15/2015,faucibus.lectus.a@odio.org,27539,40,1031
10000077,1/21/2015,id.risus.quis@convallis.com,32107,30,365
10000077,8/31/2015,ipsum@velitin.edu,36671,17,789
10000077,7/28/2015,penatibus.et.magnis@rutrumloremac.edu,65918,30,1004
10000077,1/20/2017,rhoncus.Nullam@Morbi.net,72299,17,382
10000077,3/8/2015,tincidunt.dui@iaculisaliquet.org,87251,17,585
10000078,12/28/2016,convallis.in@Donecfelisorci.net,09908,60,277
10000078,1/12/2016,dui@vestibulumnequesed.net,17394,17,1088
10000078,1/25/2015,facilisis.lorem@Donecluctusaliquet.com,26646,30,383
10000078,11/29/2016,nulla.Integer.vulputate@eleifendnon.com,59302,65,559
10000078,7/15/2016,Suspendisse.ac@diam.com,82994,17,493
10000078,6/17/2016,tristique@sed.com,89375,30,1277
10000078,10/25/2016,ultrices@Quisquepurus.com,91407,17,811
10000079,10/23/2016,cursus@Aliquam.net,13432,40,356
10000079,6/6/2015,elit.Etiam.laoreet@FuscemollisDuis.com,20574,65,1176
10000079,12/15/2015,Nullam@atlacusQuisque.com,60169,40,938
10000079,7/2/2016,sagittis.semper@magna.org,73544,60,182
10000079,5/13/2015,sit.amet.risus@accumsanconvallisante.edu,79688,20,684
10000079,11/12/2015,ullamcorper@dui.net,90704,30,57
10000079,10/2/2015,velit@non.edu,95941,20,443
10000080,10/12/2016,Cras@duiFuscealiquam.org,10874,30,953
10000080,12/12/2016,dui@duilectusrutrum.edu,17239,60,521
10000080,4/8/2016,eget.dictum.placerat@velitAliquam.com,18970,65,149
10000080,7/1/2016,malesuada.ut.sem@semperrutrum.org,45984,30,1378
10000080,6/8/2016,mauris@arcuSed.com,47355,17,1140
10000080,4/3/2015,Nulla.facilisi.Sed@Fusce.edu,59051,20,65
10000080,11/14/2015,Sed.diam@nullaIn.org,75116,20,1205
10000081,11/18/2015,Aenean.gravida@sollicitudin.com,04361,17,369
10000081,12/30/2015,augue.eu@Craseget.com,08726,40,180
10000081,3/25/2016,facilisis.vitae.orci@molestie.edu,27059,30,1275
10000081,3/20/2015,in@Fuscealiquamenim.com,33806,65,17
10000081,6/13/2015,magna.a.tortor@Fuscealiquamenim.org,43952,30,115
10000081,10/29/2015,massa.rutrum@euismodmauriseu.net,46236,20,274
10000081,10/13/2015,ultrices.posuere@ultricies.net,90814,17,1235
10000082,5/14/2016,auctor.Mauris.vel@adipiscingelit.net,08571,17,212
10000082,9/17/2016,felis.eget.varius@tincidunt.com,28765,60,541
10000082,4/18/2016,nisl.Maecenas.malesuada@famesac.com,56471,60,140
10000082,12/29/2015,nunc@ac.edu,61690,20,104
10000082,5/19/2016,nunc@vestibulum.net,62489,20,332
10000082,1/4/2016,sagittis@afelisullamcorper.org,73630,30,573
10000082,10/12/2015,sit@maurissagittisplacerat.com,80702,50,981
10000083,4/27/2015,Donec.tincidunt@ligula.org,16622,60,907
10000083,6/19/2015,eu.sem@velvenenatisvel.edu,25414,40,44
10000083,7/22/2016,hendrerit.neque.In@Quisquevarius.com,31776,50,840
10000083,7/21/2016,in.magna.Phasellus@fringilla.edu,33447,30,158
10000083,4/24/2015,pellentesque.a@etcommodoat.edu,65649,40,1307
10000083,6/26/2016,sed@per.com,76441,65,656
10000083,5/1/2016,vestibulum.massa@utsemNulla.edu,95999,60,354
10000084,8/23/2015,dictum.placerat.augue@Donec.edu,14808,20,702
10000084,6/6/2016,dolor.sit.amet@nasceturridiculus.com,15589,50,1242
10000084,1/31/2015,elit.Aliquam@Duisatlacus.com,20381,60,1399
10000084,7/18/2016,fringilla.est.Mauris@DuisgravidaPraesent.com,29351,17,823
10000084,5/9/2016,penatibus.et@eratvelpede.net,65952,60,1010
10000084,10/18/2015,sem.Nulla.interdum@Sedpharetra.org,77809,40,400
10000084,11/18/2016,tristique@Namligula.com,89196,65,926
10000085,5/11/2016,ac@Nullamnisl.org,03364,20,27
10000085,10/28/2015,faucibus.Morbi.vehicula@quis.com,28216,40,1025
10000085,10/19/2015,lorem@mollis.com,42593,40,161
10000085,4/13/2015,non.nisi.Aenean@penatibus.net,57345,17,160
10000085,9/4/2015,non@tristiquenequevenenatis.edu,57953,65,1069
10000085,6/29/2015,Quisque.libero.lacus@velarcu.com,71756,50,1001
10000085,1/22/2015,ullamcorper.Duis@natoque.com,89866,60,830
10000086,8/14/2015,adipiscing.elit.Etiam@telluseu.com,04076,60,298
10000086,5/12/2015,lacus.Etiam.bibendum@posuereenimnisl.com,37393,30,392
10000086,8/12/2016,lacus@necomnteblandit.edu,38031,60,1004
10000086,8/17/2015,mus.Donec.dignissim@ProinvelitSed.org,51352,65,927
10000086,6/25/2015,posuere.cubilia@quam.com,67978,40,1328
10000086,9/11/2016,sed@tristiqueac.com,76905,40,196
10000086,5/19/2015,vestibulum@rutrumFuscedolor.edu,97139,50,271
10000087,2/11/2016,aliquam@Donec.com,04971,50,246
10000087,6/23/2015,eu@a.org,25499,20,1361
10000087,6/10/2016,ipsum@euismodac.net,36318,40,1409
10000087,2/1/2015,nec.tempus@eueros.org,53630,17,597
10000087,4/4/2016,netus.et.malesuada@maurissitamet.com,55501,17,255
10000087,4/1/2016,nunc.interdum@arcuVestibulumante.org,60634,20,1187
10000087,2/13/2016,Proin.dolor@parturient.net,68813,17,565
10000088,10/30/2016,commodo.ipsum@velconvallis.com,09296,60,167
10000088,1/25/2015,dignissim@nonjustoProin.com,15045,40,183
10000088,6/13/2015,ipsum.porta.elit@nisinibhlacinia.com,36223,50,450
10000088,7/13/2015,molestie@lectusa.edu,49272,30,188
10000088,7/8/2015,non.feugiat.nec@Nullamvelit.net,57161,65,1412
10000088,8/9/2016,torquent.per@ultriciesornare.org,87857,30,26
10000088,10/9/2016,ut@Sedeget.com,93620,17,1382
10000089,2/16/2015,at@vitae.com,08448,20,27
10000089,5/20/2016,Cum.sociis.natoque@temporaugueac.com,11962,50,1214
10000089,9/2/2016,elit.pellentesque@Fuscemilorem.com,20913,50,430
10000089,1/10/2017,eu.neque@imperdiet.com,25343,40,24
10000089,10/16/2015,pulvinar.arcu.et@Proin.com,69386,20,448
10000089,2/23/2015,sapien.Cras.dolor@Ut.com,74116,40,1078
10000089,10/18/2015,tortor@pedePraesent.com,88269,60,947
10000090,8/6/2015,faucibus@dolorsitamet.com,28465,20,237
10000090,11/4/2016,habitant@justoeuarcu.edu,31471,60,41
10000090,8/21/2016,hendrerit.a@iaculis.edu,31634,65,1279
10000090,3/31/2016,non.luctus.sit@pretium.org,57319,17,483
10000090,10/2/2016,sodales.nisi@metusfacilisislorem.edu,82158,17,297
10000090,1/30/2016,sollicitudin@elementumloremut.edu,82647,65,385
10000090,12/10/2015,tellus.faucibus.leo@Etiambibendumfermentum.net,84303,20,1079
10000091,7/23/2015,at.velit.Cras@sit.com,08058,17,19
10000091,7/17/2015,cursus.in.hendrerit@vel.com,12472,17,181
10000091,8/6/2016,erat@mattisInteger.com,23559,40,764
10000091,12/19/2015,eros@aliquameu.edu,24180,17,1212
10000091,4/13/2016,eu.tempor@lobortisquis.com,25452,17,771
10000091,6/16/2016,quam.dignissim.pharetra@idrisusquis.com,70651,20,681
10000091,9/19/2015,ut.pharetra.sed@elitpretiumet.org,93077,17,791
10000092,9/10/2015,egestas@tempor.org,18716,60,1172
10000092,10/27/2016,In.ornare.sagittis@Integer.com,33518,60,1001
10000092,2/11/2016,lobortis@arcuimperdiet.com,41442,20,748
10000092,11/4/2015,nec@arcuSedet.com,53821,60,769
10000092,11/30/2016,odio.auctor@pharetra.edu,62654,17,169
10000092,11/12/2016,ornare@Quisque.com,64337,30,44
10000092,2/3/2015,varius.Nam.porttitor@feugiatplaceratvelit.com,94222,65,331
10000093,10/8/2015,Duis.cursus.diam@etmagnisdis.com,17538,50,252
10000093,9/14/2015,id@lacusCras.org,32205,17,41
10000093,7/24/2015,In@magnisdisparturient.com,33962,30,501
10000093,1/21/2016,Integer.urna.Vivamus@pellentesquemassalobortis.com,34843,20,1396
10000093,12/24/2016,non.vestibulum.nec@aauctor.edu,57466,50,1053
10000093,11/15/2015,orci.adipiscing@hendrerita.net,62859,20,110
10000093,5/12/2016,sociosqu.ad.litora@anteipsum.com,81715,30,855
10000094,11/27/2016,dignissim@volutpat.org,15105,17,220
10000094,11/16/2016,fringilla.est.Mauris@feliseget.net,29674,40,302
10000094,9/19/2016,id@mollisdui.org,32266,17,248
10000094,7/6/2016,mollis.Integer@egetvenenatis.com,49636,50,419
10000094,5/18/2016,sodales.purus@euodio.org,82203,65,733
10000094,9/22/2015,tincidunt.adipiscing.Mauris@egestasadui.com,86407,50,631
10000094,7/22/2015,varius.Nam@ut.com,94305,17,364
10000095,1/26/2015,Cras.eget@ligula.com,10155,60,688
10000095,1/1/2016,erat.in@Uttincidunt.org,23382,50,54
10000095,9/9/2015,lectus.justo.eu@quis.net,38809,17,987
10000095,6/14/2016,ligula.Nullam@Aenean.com,40854,40,1319
10000095,1/4/2017,Maecenas.iaculis@sedlibero.net,43946,20,291
10000095,4/25/2015,sagittis.semper@ametconsectetuer.org,73506,30,497
10000095,12/11/2015,vel.nisl.Quisque@metus.com,95188,20,974
10000096,9/18/2015,nec.urna.et@vulputatemauris.org,53662,65,434
10000096,5/4/2016,non@idmagnaet.com,57747,40,419
10000096,5/22/2015,quis.lectus@euaugue.com,71030,40,1275
10000096,3/16/2015,risus.Nulla.eget@adipiscingelitEtiam.com,72630,40,922
10000096,11/23/2016,sem.egestas.blandit@Aenean.org,77211,60,745
10000096,7/21/2015,ullamcorper.magna@ullamcorper.org,90155,40,496
10000096,4/26/2015,vel.turpis.Aliquam@magnisdis.org,95438,20,38
10000097,5/30/2016,arcu@Aeneangravida.com,06963,17,307
10000097,6/20/2016,at.augue@Crasdictum.org,07905,30,296
10000097,2/22/2015,Duis.elementum@suscipitnonummyFusce.com,17858,60,111
10000097,2/11/2016,ipsum@feugiatmetus.net,36340,30,533
10000097,5/14/2016,Nullam.vitae@Sedmolestie.com,60056,20,547
10000097,4/21/2016,scelerisque.sed@facilisiSedneque.com,74628,65,928
10000097,9/27/2016,tellus@quismassaMauris.edu,85685,50,650
10000098,7/19/2015,at@Cum.com,08213,30,168
10000098,4/29/2016,dictum.cursus.Nunc@aliquet.com,14789,17,1346
10000098,9/4/2016,laoreet.posuere.enim@necmaurisblandit.org,38803,30,1262
10000098,6/22/2016,Praesent.interdum.ligula@tacitisociosqu.com,68397,60,233
10000098,7/5/2015,sapien@Inscelerisque.com,74388,17,1168
10000098,9/1/2016,scelerisque.sed.sapien@aliquetlobortisnisi.com,74534,40,1276
10000098,7/15/2015,ultrices@vitae.com,91477,40,1161
10000099,4/18/2016,dapibus@quam.com,13841,60,723
10000099,11/15/2016,enim.Mauris@netus.com,22737,17,420
10000099,1/26/2015,magnis.dis.parturient@diam.edu,45531,30,38
10000099,12/27/2015,pharetra.felis@ut.com,66277,65,881
10000099,12/6/2016,Phasellus.vitae.mauris@Namnulla.org,67431,60,211
10000099,9/23/2016,rutrum@vestibulummassarutrum.com,73105,20,1254
10000099,1/30/2016,ultrices@Integer.com,90862,50,522
10000100,4/14/2016,Aliquam.erat@erosNamconsequat.org,04512,17,55
10000100,9/25/2015,eget.magna@Vestibulumante.com,19223,40,58
10000100,1/14/2017,enim.Nunc.ut@ametconsectetuer.com,22762,60,176
10000100,5/7/2015,nulla.Integer.urna@Sed.edu,59180,30,737
10000100,10/15/2015,nunc.ullamcorper.eu@Aenean.com,61540,20,439
10000100,3/14/2016,urna@elitNullafacilisi.org,92055,65,191
10000100,5/27/2016,vehicula.aliquet@elitEtiamlaoreet.com,94683,30,529
10000101,6/19/2016,arcu.iaculis.enim@facilisis.com,06265,30,235
10000101,6/10/2016,Donec.dignissim@eu.net,15971,30,818
10000101,9/20/2015,Donec@In.net,16928,50,44
10000101,3/8/2016,eget.nisi@a.net,19693,40,1149
10000101,10/22/2016,lacinia.orci.consectetuer@purusgravida.net,37237,50,717
10000101,3/1/2015,mauris.blandit.mattis@tempordiam.com,47005,40,1352
10000101,10/29/2015,netus.et@blanditenim.com,55782,30,457
10000102,11/9/2015,Aenean.eget@diamDuismi.com,04343,17,199
10000102,7/3/2015,arcu.Vestibulum.ut@dignissim.org,06959,50,355
10000102,10/31/2015,nibh.enim@Vestibulum.edu,55860,40,408
10000102,5/13/2015,orci@faucibusleoin.com,63128,50,719
10000102,6/24/2016,sem.elit.pharetra@euultricessit.net,77359,60,780
10000102,12/4/2015,Ut.nec@accumsanconvallis.com,92538,40,1410
10000102,11/13/2016,varius@amifringilla.net,94422,30,1288
10000103,1/25/2016,accumsan.convallis@nec.org,03474,40,16
10000103,1/26/2015,elit@placerataugue.com,21531,20,339
10000103,2/11/2016,et.magnis@tempuslorem.com,24453,60,1219
10000103,8/31/2015,Praesent.eu@turpisnec.edu,68237,60,897
10000103,7/13/2015,Praesent@magna.org,68473,65,27
10000103,9/9/2015,ridiculus.mus.Proin@Proin.com,72423,20,1304
10000103,4/24/2016,rutrum.Fusce.dolor@lectuspedeultrices.org,72784,40,749
10000104,9/9/2016,arcu@parturientmontes.com,07057,50,327
10000104,1/16/2016,Cras@Nunclaoreetlectus.net,11412,50,439
10000104,11/12/2016,Cum@venenatis.edu,11983,60,793
10000104,12/3/2016,erat.Sed.nunc@justo.com,23479,65,1119
10000104,5/7/2016,neque.venenatis.lacus@interdum.com,54993,60,702
10000104,4/18/2016,non@enim.com,57689,50,395
10000104,3/18/2015,senectus.et.netus@estMauris.com,79316,65,1114
10000105,8/14/2016,a@montes.org,02795,20,339
10000105,12/6/2015,at@nequetellusimperdiet.edu,08299,30,30
10000105,12/9/2015,Donec.egestas@malesuadavel.net,16187,17,938
10000105,11/16/2015,eget.dictum.placerat@faucibuslectus.com,18753,30,584
10000105,6/15/2016,elit.pellentesque.a@tinciduntnequevitae.edu,20819,17,1206
10000105,12/20/2015,lobortis.nisi@amet.edu,41114,50,659
10000105,4/23/2016,Sed.malesuada.augue@ametrisusDonec.com,75982,40,418
10000106,1/10/2016,dolor.sit.amet@vulputate.com,15645,17,150
10000106,1/23/2016,dolor@Sedeget.edu,15804,20,34
10000106,12/26/2015,lorem.vehicula@pretium.com,42092,17,1193
10000106,1/28/2016,neque.Nullam.ut@viverraDonectempus.com,54206,50,1403
10000106,1/31/2016,Nulla@ullamcorper.com,59988,40,394
10000106,1/4/2017,tincidunt.Donec@risus.org,87099,17,823
10000106,5/19/2016,vitae.sodales@tellus.com,98059,40,994
10000107,3/7/2015,a.feugiat@semperpretium.com,02040,40,342
10000107,3/7/2015,amet.consectetuer@duinectempus.org,05613,20,186
10000107,6/24/2016,ante@arcu.com,05860,20,348
10000107,10/12/2016,elit@Duissit.com,21097,50,1409
10000107,6/25/2015,Mauris@aliquet.net,47281,65,1037
10000107,8/25/2015,nibh.Quisque@eratEtiam.org,55920,20,417
10000107,7/22/2015,nulla.ante@etarcuimperdiet.com,58373,17,501
10000108,7/28/2015,augue@nisl.net,08969,50,148
10000108,12/31/2015,dictum@lacus.com,14882,60,20
10000108,12/9/2015,faucibus@laoreetposuere.com,28506,30,972
10000108,9/1/2016,Nam.tempor@rhoncus.com,51601,50,418
10000108,7/16/2015,Nullam@tortordictumeu.org,60480,40,674
10000108,9/11/2016,sociosqu.ad.litora@veliteusem.com,81870,20,63
10000108,8/15/2015,vitae.posuere@lacusvarius.edu,97677,17,529
10000109,10/12/2015,diam.at.pretium@ante.net,13868,65,902
10000109,12/27/2015,est.Nunc.laoreet@sapienNunc.com,24353,40,867
10000109,12/21/2016,lorem.ac.risus@Quisque.com,41516,40,306
10000109,3/27/2015,mauris@aaliquetvel.com,47251,30,841
10000109,1/24/2016,neque.sed.dictum@ametluctusvulputate.edu,54690,65,1101
10000109,2/23/2016,Nunc@necurna.com,62258,65,914
10000109,7/20/2015,quis.diam@Aliquamauctorvelit.net,70953,17,836
